I: Retrieving Release 
I: Retrieving Release.gpg 
Holen: 4 http://archive.ubuntu.com/ubuntu/ trusty/main liblinear-tools i386 1.8+dfsg-1ubuntu1 [18.1 kB]
Holen: 5 http://archive.ubuntu.com/ubuntu/ trusty-updates/main ssh all 1:6.6p1-2ubuntu2 [1'106 B]
Holen: 6 http://archive.ubuntu.com/ubuntu/ trusty/universe xosview i386 1.16-1 [101 kB]
Holen: 7 http://archive.ubuntu.com/ubuntu/ trusty/main nmap i386 6.40-0.2ubuntu1 [3'869 kB]
Es wurden 4'243 kB in 27 s geholt (156 kB/s).
Vormals nicht ausgewähltes Paket e3 wird gewählt.
(Lese Datenbank ... 161633 Dateien und Verzeichnisse sind derzeit installiert.)
Vorbereitung zum Entpacken von .../e3_1%3a2.71-1_i386.deb ...
Entpacken von e3 (1:2.71-1) ...
Vormals nicht ausgewähltes Paket libblas3 wird gewählt.
Vorbereitung zum Entpacken von .../libblas3_1.2.20110419-7_i386.deb ...
Entpacken von libblas3 (1.2.20110419-7) ...
Vormals nicht ausgewähltes Paket liblinear1 wird gewählt.
Vorbereitung zum Entpacken von .../liblinear1_1.8+dfsg-1ubuntu1_i386.deb ...
Entpacken von liblinear1 (1.8+dfsg-1ubuntu1) ...
Vormals nicht ausgewähltes Paket liblinear-tools wird gewählt.
Vorbereitung zum Entpacken von .../liblinear-tools_1.8+dfsg-1ubuntu1_i386.deb ...
Entpacken von liblinear-tools (1.8+dfsg-1ubuntu1) ...
Vormals nicht ausgewähltes Paket ssh wird gewählt.
Vorbereitung zum Entpacken von .../ssh_1%3a6.6p1-2ubuntu2_all.deb ...
Entpacken von ssh (1:6.6p1-2ubuntu2) ...
Vormals nicht ausgewähltes Paket xosview wird gewählt.
Vorbereitung zum Entpacken von .../xosview_1.16-1_i386.deb ...
Entpacken von xosview (1.16-1) ...
Vormals nicht ausgewähltes Paket nmap wird gewählt.
Vorbereitung zum Entpacken von .../nmap_6.40-0.2ubuntu1_i386.deb ...
Entpacken von nmap (6.40-0.2ubuntu1) ...
Trigger für man-db (2.6.7.1-1ubuntu1) werden verarbeitet ...
Trigger für gnome-menus (3.10.1-0ubuntu2) werden verarbeitet ...
Trigger für desktop-file-utils (0.22-1ubuntu1) werden verarbeitet ...
Trigger für bamfdaemon (0.5.1+14.04.20140409-0ubuntu1) werden verarbeitet ...
Rebuilding /usr/share/applications/bamf-2.index...
Trigger für mime-support (3.54ubuntu1) werden verarbeitet ...
e3 (1:2.71-1) wird eingerichtet ...
update-alternatives: /usr/bin/e3em wird verwendet, um /usr/bin/emacs (emacs) im Auto-Modus bereitzustellen
libblas3 (1.2.20110419-7) wird eingerichtet ...
update-alternatives: /usr/lib/libblas/libblas.so.3 wird verwendet, um /usr/lib/libblas.so.3 (libblas.so.3) im Auto-Modus bereitzustellen
liblinear1 (1.8+dfsg-1ubuntu1) wird eingerichtet ...
liblinear-tools (1.8+dfsg-1ubuntu1) wird eingerichtet ...
ssh (1:6.6p1-2ubuntu2) wird eingerichtet ...
xosview (1.16-1) wird eingerichtet ...
nmap (6.40-0.2ubuntu1) wird eingerichtet ...
Trigger für libc-bin (2.19-0ubuntu6) werden verarbeitet ...
Paketlisten werden gelesen...
Abhängigkeitsbaum wird aufgebaut....
Statusinformationen werden eingelesen....
Die folgenden zusätzlichen Pakete werden installiert:
  fonts-sil-andika gcompris-data gcompris-sound-en gnuchess-book libmikmod2
  libnetpbm10 libsdl-image1.2 libsdl-mixer1.2 libsdl-net1.2 libsdl-pango1
  libsdl-ttf2.0-0 libsdl1.2debian libt4k-common0 netpbm python-pysqlite2
  tuxmath-data tuxpaint-data tuxpaint-plugins-default tuxpaint-stamps-default
Vorgeschlagene Pakete:
  gnucap xboard eboard scid pulseaudio-esound-compat oss-compat
  python-pysqlite2-doc python-pysqlite2-dbg ttf-wqy-zenhei ttf-arphic-uming
  tuxpaint-config ttf-arabeyes ttf-arphic-gbsn00lp ttf-baekmuk
  ttf-gujarati-fonts ttf-tamil-fonts ttf-telugu-fonts ttf-thai-tlwg
  ttf-thryomanes
Die folgenden NEUEN Pakete werden installiert:
  fonts-sil-andika gcompris gcompris-data gcompris-sound-en gnuchess
  gnuchess-book libmikmod2 libnetpbm10 libsdl-image1.2 libsdl-mixer1.2
  libsdl-net1.2 libsdl-pango1 libsdl-ttf2.0-0 libsdl1.2debian libt4k-common0
  netpbm python-pysqlite2 tuxmath tuxmath-data tuxpaint tuxpaint-data
  tuxpaint-plugins-default tuxpaint-stamps-default
0 aktualisiert, 23 neu installiert, 0 zu entfernen und 62 nicht aktualisiert.
Es müssen 209 MB an Archiven heruntergeladen werden.
Nach dieser Operation werden 286 MB Plattenplatz zusätzlich benutzt.
Holen: 1 http://archive.ubuntu.com/ubuntu/ trusty/universe fonts-sil-andika all 1.002-4 [893 kB]
Holen: 2 http://archive.ubuntu.com/ubuntu/ trusty/universe libmikmod2 i386 3.1.16-1 [99.5 kB]
Holen: 3 http://archive.ubuntu.com/ubuntu/ trusty-updates/main libsdl1.2debian i386 1.2.15-8ubuntu1.1 [166 kB]
Holen: 4 http://archive.ubuntu.com/ubuntu/ trusty/universe libsdl-image1.2 i386 1.2.12-5build2 [27.5 kB]
Holen: 5 http://archive.ubuntu.com/ubuntu/ trusty/universe libsdl-mixer1.2 i386 1.2.12-10 [71.8 kB]
Holen: 6 http://archive.ubuntu.com/ubuntu/ trusty/universe libsdl-net1.2 i386 1.2.8-4 [11.7 kB]
Holen: 7 http://archive.ubuntu.com/ubuntu/ trusty/universe libsdl-pango1 i386 0.1.2-6 [10.9 kB]
Holen: 8 http://archive.ubuntu.com/ubuntu/ trusty/universe libsdl-ttf2.0-0 i386 2.0.11-3 [14.9 kB]
Holen: 9 http://archive.ubuntu.com/ubuntu/ trusty/universe libt4k-common0 i386 0.1.1-1 [36.4 kB]
Holen: 10 http://archive.ubuntu.com/ubuntu/ trusty/universe gcompris-data all 13.11-1 [134 MB]
Holen: 11 http://archive.ubuntu.com/ubuntu/ trusty/universe python-pysqlite2 i386 2.6.3-3 [35.3 kB]
Holen: 12 http://archive.ubuntu.com/ubuntu/ trusty/universe gcompris i386 13.11-1 [461 kB]
Holen: 13 http://archive.ubuntu.com/ubuntu/ trusty/universe gcompris-sound-en all 13.11-1 [10.8 MB]
Holen: 14 http://archive.ubuntu.com/ubuntu/ trusty/universe gnuchess i386 6.1.1-1 [202 kB]
Holen: 15 http://archive.ubuntu.com/ubuntu/ trusty/universe gnuchess-book all 1.02-1 [1'774 kB]
Holen: 16 http://archive.ubuntu.com/ubuntu/ trusty/main libnetpbm10 i386 2:10.0-15ubuntu2 [65.6 kB]
Holen: 17 http://archive.ubuntu.com/ubuntu/ trusty/main netpbm i386 2:10.0-15ubuntu2 [1'220 kB]
Holen: 18 http://archive.ubuntu.com/ubuntu/ trusty/universe tuxmath-data all 2.0.3-1 [8'805 kB]
Holen: 19 http://archive.ubuntu.com/ubuntu/ trusty/universe tuxmath i386 2.0.3-1 [148 kB]
Holen: 20 http://archive.ubuntu.com/ubuntu/ trusty/universe tuxpaint-plugins-default i386 1:0.9.21-1.1ubuntu1 [848 kB]
Holen: 21 http://archive.ubuntu.com/ubuntu/ trusty/universe tuxpaint-data all 1:0.9.21-1.1ubuntu1 [2'624 kB]
Holen: 22 http://archive.ubuntu.com/ubuntu/ trusty/universe tuxpaint i386 1:0.9.21-1.1ubuntu1 [130 kB]
Holen: 23 http://archive.ubuntu.com/ubuntu/ trusty/universe tuxpaint-stamps-default all 2009.06.28-1 [46.8 MB]
Es wurden 209 MB in 29 min 48 s geholt (117 kB/s).
Vormals nicht ausgewähltes Paket fonts-sil-andika wird gewählt.
(Lese Datenbank ... 162333 Dateien und Verzeichnisse sind derzeit installiert.)
Vorbereitung zum Entpacken von .../fonts-sil-andika_1.002-4_all.deb ...
Entpacken von fonts-sil-andika (1.002-4) ...
Vormals nicht ausgewähltes Paket libmikmod2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmikmod2_3.1.16-1_i386.deb ...
Entpacken von libmikmod2:i386 (3.1.16-1) ...
Vormals nicht ausgewähltes Paket libsdl1.2debian:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsdl1.2debian_1.2.15-8ubuntu1.1_i386.deb ...
Entpacken von libsdl1.2debian:i386 (1.2.15-8ubuntu1.1) ...
Vormals nicht ausgewähltes Paket libsdl-image1.2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsdl-image1.2_1.2.12-5build2_i386.deb ...
Entpacken von libsdl-image1.2:i386 (1.2.12-5build2) ...
Vormals nicht ausgewähltes Paket libsdl-mixer1.2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsdl-mixer1.2_1.2.12-10_i386.deb ...
Entpacken von libsdl-mixer1.2:i386 (1.2.12-10) ...
Vormals nicht ausgewähltes Paket libsdl-net1.2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsdl-net1.2_1.2.8-4_i386.deb ...
Entpacken von libsdl-net1.2:i386 (1.2.8-4) ...
Vormals nicht ausgewähltes Paket libsdl-pango1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsdl-pango1_0.1.2-6_i386.deb ...
Entpacken von libsdl-pango1:i386 (0.1.2-6) ...
Vormals nicht ausgewähltes Paket libsdl-ttf2.0-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsdl-ttf2.0-0_2.0.11-3_i386.deb ...
Entpacken von libsdl-ttf2.0-0:i386 (2.0.11-3) ...
Vormals nicht ausgewähltes Paket libt4k-common0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libt4k-common0_0.1.1-1_i386.deb ...
Entpacken von libt4k-common0:i386 (0.1.1-1) ...
Vormals nicht ausgewähltes Paket gcompris-data wird gewählt.
Vorbereitung zum Entpacken von .../gcompris-data_13.11-1_all.deb ...
Entpacken von gcompris-data (13.11-1) ...
Vormals nicht ausgewähltes Paket python-pysqlite2 wird gewählt.
Vorbereitung zum Entpacken von .../python-pysqlite2_2.6.3-3_i386.deb ...
Entpacken von python-pysqlite2 (2.6.3-3) ...
Vormals nicht ausgewähltes Paket gcompris wird gewählt.
Vorbereitung zum Entpacken von .../gcompris_13.11-1_i386.deb ...
Entpacken von gcompris (13.11-1) ...
Vormals nicht ausgewähltes Paket gcompris-sound-en wird gewählt.
Vorbereitung zum Entpacken von .../gcompris-sound-en_13.11-1_all.deb ...
Entpacken von gcompris-sound-en (13.11-1) ...
Vormals nicht ausgewähltes Paket gnuchess wird gewählt.
Vorbereitung zum Entpacken von .../gnuchess_6.1.1-1_i386.deb ...
Entpacken von gnuchess (6.1.1-1) ...
Vormals nicht ausgewähltes Paket gnuchess-book wird gewählt.
Vorbereitung zum Entpacken von .../gnuchess-book_1.02-1_all.deb ...
Entpacken von gnuchess-book (1.02-1) ...
Vormals nicht ausgewähltes Paket libnetpbm10 wird gewählt.
Vorbereitung zum Entpacken von .../libnetpbm10_2%3a10.0-15ubuntu2_i386.deb ...
Entpacken von libnetpbm10 (2:10.0-15ubuntu2) ...
Vormals nicht ausgewähltes Paket netpbm wird gewählt.
Vorbereitung zum Entpacken von .../netpbm_2%3a10.0-15ubuntu2_i386.deb ...
Entpacken von netpbm (2:10.0-15ubuntu2) ...
Vormals nicht ausgewähltes Paket tuxmath-data wird gewählt.
Vorbereitung zum Entpacken von .../tuxmath-data_2.0.3-1_all.deb ...
Entpacken von tuxmath-data (2.0.3-1) ...
Vormals nicht ausgewähltes Paket tuxmath wird gewählt.
Vorbereitung zum Entpacken von .../tuxmath_2.0.3-1_i386.deb ...
Entpacken von tuxmath (2.0.3-1) ...
Vormals nicht ausgewähltes Paket tuxpaint-plugins-default wird gewählt.
Vorbereitung zum Entpacken von .../tuxpaint-plugins-default_1%3a0.9.21-1.1ubuntu1_i386.deb ...
Entpacken von tuxpaint-plugins-default (1:0.9.21-1.1ubuntu1) ...
Vormals nicht ausgewähltes Paket tuxpaint-data wird gewählt.
Vorbereitung zum Entpacken von .../tuxpaint-data_1%3a0.9.21-1.1ubuntu1_all.deb ...
Entpacken von tuxpaint-data (1:0.9.21-1.1ubuntu1) ...
Vormals nicht ausgewähltes Paket tuxpaint wird gewählt.
Vorbereitung zum Entpacken von .../tuxpaint_1%3a0.9.21-1.1ubuntu1_i386.deb ...
Entpacken von tuxpaint (1:0.9.21-1.1ubuntu1) ...
Vormals nicht ausgewähltes Paket tuxpaint-stamps-default wird gewählt.
Vorbereitung zum Entpacken von .../tuxpaint-stamps-default_2009.06.28-1_all.deb ...
Entpacken von tuxpaint-stamps-default (2009.06.28-1) ...
Trigger für fontconfig (2.11.0-0ubuntu4.1) werden verarbeitet ...
Trigger für man-db (2.6.7.1-1ubuntu1) werden verarbeitet ...
Trigger für gnome-menus (3.10.1-0ubuntu2) werden verarbeitet ...
Trigger für desktop-file-utils (0.22-1ubuntu1) werden verarbeitet ...
Trigger für bamfdaemon (0.5.1+14.04.20140409-0ubuntu1) werden verarbeitet ...
Rebuilding /usr/share/applications/bamf-2.index...
Trigger für mime-support (3.54ubuntu1) werden verarbeitet ...
Trigger für install-info (5.2.0.dfsg.1-2) werden verarbeitet ...
Trigger für hicolor-icon-theme (0.13-1) werden verarbeitet ...
fonts-sil-andika (1.002-4) wird eingerichtet ...
libmikmod2:i386 (3.1.16-1) wird eingerichtet ...
libsdl1.2debian:i386 (1.2.15-8ubuntu1.1) wird eingerichtet ...
libsdl-image1.2:i386 (1.2.12-5build2) wird eingerichtet ...
libsdl-mixer1.2:i386 (1.2.12-10) wird eingerichtet ...
libsdl-net1.2:i386 (1.2.8-4) wird eingerichtet ...
libsdl-pango1:i386 (0.1.2-6) wird eingerichtet ...
libsdl-ttf2.0-0:i386 (2.0.11-3) wird eingerichtet ...
libt4k-common0:i386 (0.1.1-1) wird eingerichtet ...
gcompris-data (13.11-1) wird eingerichtet ...
python-pysqlite2 (2.6.3-3) wird eingerichtet ...
gcompris (13.11-1) wird eingerichtet ...
gcompris-sound-en (13.11-1) wird eingerichtet ...
gnuchess (6.1.1-1) wird eingerichtet ...
gnuchess-book (1.02-1) wird eingerichtet ...
libnetpbm10 (2:10.0-15ubuntu2) wird eingerichtet ...
netpbm (2:10.0-15ubuntu2) wird eingerichtet ...
tuxmath-data (2.0.3-1) wird eingerichtet ...
tuxmath (2.0.3-1) wird eingerichtet ...
tuxpaint-plugins-default (1:0.9.21-1.1ubuntu1) wird eingerichtet ...
tuxpaint-data (1:0.9.21-1.1ubuntu1) wird eingerichtet ...
tuxpaint (1:0.9.21-1.1ubuntu1) wird eingerichtet ...
tuxpaint-stamps-default (2009.06.28-1) wird eingerichtet ...
Trigger für libc-bin (2.19-0ubuntu6) werden verarbeitet ...
Paketlisten werden gelesen...
Abhängigkeitsbaum wird aufgebaut....
Statusinformationen werden eingelesen....
Die folgenden zusätzlichen Pakete werden installiert:
  gawk gimp-data icc-profiles-free imagemagick imagemagick-common libamd2.3.1
  libbabl-0.1-0 libcamd2.3.1 libccolamd2.8.0 libcholmod2.1.2 libgegl-0.2-0
  libgfortran3 libgimp2.0 libgnomevfs2-0 libgnomevfs2-common
  libgnomevfs2-extra libgsl0ldbl libgtkmm-2.4-1c2a libgtkspell0
  libjavascriptcoregtk-1.0-0 liblapack3 liblcms1 liblqr-1-0 libmagick++5
  libmagickcore5 libmagickcore5-extra libmagickwand5 libmng2 libpodofo0.9.0
  libsigsegv2 libumfpack5.6.2 libwebkitgtk-1.0-0 libwebkitgtk-1.0-common
  libwmf-bin perlmagick python-numpy python-poppler python-pypdf
  python-support python-tk transfig
Vorgeschlagene Pakete:
  gawk-doc gimp-help-en gimp-help gimp-data-extras imagemagick-doc autotrace
  curl enscript ffmpeg gnuplot grads hp2xx html2ps mplayer povray radiance
  texlive-base-bin ufraw-batch pstoedit dia dia-gnome libsvg-perl
  libxml-xql-perl python-uniconvertor ruby libgnomevfs2-bin gamin fam
  gnome-mime-data gsl-ref-psdoc gsl-doc-pdf gsl-doc-info gsl-ref-html
  liblcms-utils gfortran python-dev python-nose python-numpy-dbg
  python-numpy-doc tix python-tk-dbg scribus-template icc-profiles xfig
Die folgenden NEUEN Pakete werden installiert:
  gawk gimp gimp-data icc-profiles-free imagemagick imagemagick-common
  inkscape libamd2.3.1 libbabl-0.1-0 libcamd2.3.1 libccolamd2.8.0
  libcholmod2.1.2 libgegl-0.2-0 libgfortran3 libgimp2.0 libgnomevfs2-0
  libgnomevfs2-common libgnomevfs2-extra libgsl0ldbl libgtkmm-2.4-1c2a
  libgtkspell0 libjavascriptcoregtk-1.0-0 liblapack3 liblcms1 liblqr-1-0
  libmagick++5 libmagickcore5 libmagickcore5-extra libmagickwand5 libmng2
  libpodofo0.9.0 libsigsegv2 libumfpack5.6.2 libwebkitgtk-1.0-0
  libwebkitgtk-1.0-common libwmf-bin pdfshuffler perlmagick python-numpy
  python-poppler python-pypdf python-support python-tk scribus transfig
0 aktualisiert, 45 neu installiert, 0 zu entfernen und 62 nicht aktualisiert.
Es müssen 62.2 MB an Archiven heruntergeladen werden.
Nach dieser Operation werden 236 MB Plattenplatz zusätzlich benutzt.
Holen: 1 http://archive.ubuntu.com/ubuntu/ trusty/main libsigsegv2 i386 2.10-2 [14.8 kB]
Holen: 2 http://archive.ubuntu.com/ubuntu/ trusty/main gawk i386 1:4.0.1+dfsg-2.1ubuntu2 [730 kB]
Holen: 3 http://archive.ubuntu.com/ubuntu/ trusty/main imagemagick-common all 8:6.7.7.10-6ubuntu3 [37.2 kB]
Holen: 4 http://archive.ubuntu.com/ubuntu/ trusty/main libamd2.3.1 i386 1:4.2.1-3ubuntu1 [17.9 kB]
Holen: 5 http://archive.ubuntu.com/ubuntu/ trusty/main libbabl-0.1-0 i386 0.1.10-1ubuntu2 [76.1 kB]
Holen: 6 http://archive.ubuntu.com/ubuntu/ trusty/main libcamd2.3.1 i386 1:4.2.1-3ubuntu1 [15.7 kB]
Holen: 7 http://archive.ubuntu.com/ubuntu/ trusty/main libccolamd2.8.0 i386 1:4.2.1-3ubuntu1 [16.6 kB]
Holen: 8 http://archive.ubuntu.com/ubuntu/ trusty-updates/main libgfortran3 i386 4.8.4-2ubuntu1~14.04 [226 kB]
Holen: 9 http://archive.ubuntu.com/ubuntu/ trusty/main liblapack3 i386 3.5.0-2ubuntu1 [1'496 kB]
Holen: 10 http://archive.ubuntu.com/ubuntu/ trusty/main libcholmod2.1.2 i386 1:4.2.1-3ubuntu1 [193 kB]
Holen: 11 http://archive.ubuntu.com/ubuntu/ trusty/main libumfpack5.6.2 i386 1:4.2.1-3ubuntu1 [119 kB]
Holen: 12 http://archive.ubuntu.com/ubuntu/ trusty/main libgegl-0.2-0 i386 0.2.0-4ubuntu1 [379 kB]
Holen: 13 http://archive.ubuntu.com/ubuntu/ trusty/main libgnomevfs2-common i386 1:2.24.4-1ubuntu6 [22.7 kB]
Holen: 14 http://archive.ubuntu.com/ubuntu/ trusty/main libgnomevfs2-0 i386 1:2.24.4-1ubuntu6 [207 kB]
Holen: 15 http://archive.ubuntu.com/ubuntu/ trusty/main libgtkmm-2.4-1c2a i386 1:2.24.4-1ubuntu1 [665 kB]
Holen: 16 http://archive.ubuntu.com/ubuntu/ trusty-updates/main libjavascriptcoregtk-1.0-0 i386 2.4.8-1ubuntu1~ubuntu14.04.1 [1'816 kB]
Holen: 17 http://archive.ubuntu.com/ubuntu/ trusty/universe liblcms1 i386 1.19.dfsg-1.2ubuntu5 [91.4 kB]
Holen: 18 http://archive.ubuntu.com/ubuntu/ trusty/main liblqr-1-0 i386 0.4.1-2ubuntu1 [22.7 kB]
Holen: 19 http://archive.ubuntu.com/ubuntu/ trusty/main libmagickcore5 i386 8:6.7.7.10-6ubuntu3 [1'387 kB]
Holen: 20 http://archive.ubuntu.com/ubuntu/ trusty/main libmagickwand5 i386 8:6.7.7.10-6ubuntu3 [236 kB]
Holen: 21 http://archive.ubuntu.com/ubuntu/ trusty/main libmagick++5 i386 8:6.7.7.10-6ubuntu3 [107 kB]
Holen: 22 http://archive.ubuntu.com/ubuntu/ trusty/main libmagickcore5-extra i386 8:6.7.7.10-6ubuntu3 [55.1 kB]
Holen: 23 http://archive.ubuntu.com/ubuntu/ trusty/main libmng2 i386 2.0.2-0ubuntu3 [166 kB]
Holen: 24 http://archive.ubuntu.com/ubuntu/ trusty-updates/main libwebkitgtk-1.0-common all 2.4.8-1ubuntu1~ubuntu14.04.1 [107 kB]
Holen: 25 http://archive.ubuntu.com/ubuntu/ trusty-updates/main libwebkitgtk-1.0-0 i386 2.4.8-1ubuntu1~ubuntu14.04.1 [7'148 kB]
Holen: 26 http://archive.ubuntu.com/ubuntu/ trusty/main libgimp2.0 i386 2.8.10-0ubuntu1 [474 kB]
Holen: 27 http://archive.ubuntu.com/ubuntu/ trusty/main gimp-data all 2.8.10-0ubuntu1 [3'068 kB]
Holen: 28 http://archive.ubuntu.com/ubuntu/ trusty/main gimp i386 2.8.10-0ubuntu1 [3'286 kB]
Holen: 29 http://archive.ubuntu.com/ubuntu/ trusty/main icc-profiles-free all 2.0.1+dfsg-1 [549 kB]
Holen: 30 http://archive.ubuntu.com/ubuntu/ trusty/main imagemagick i386 8:6.7.7.10-6ubuntu3 [188 kB]
Holen: 31 http://archive.ubuntu.com/ubuntu/ trusty/main libgsl0ldbl i386 1.16+dfsg-1ubuntu1 [756 kB]
Holen: 32 http://archive.ubuntu.com/ubuntu/ trusty/main libgtkspell0 i386 2.0.16-1ubuntu7 [10.9 kB]
Holen: 33 http://archive.ubuntu.com/ubuntu/ trusty/main inkscape i386 0.48.4-3ubuntu2 [9'667 kB]
Holen: 34 http://archive.ubuntu.com/ubuntu/ trusty/main libgnomevfs2-extra i386 1:2.24.4-1ubuntu6 [76.2 kB]
Holen: 35 http://archive.ubuntu.com/ubuntu/ trusty-updates/main libwmf-bin i386 0.2.8.4-10.3ubuntu1.14.04.1 [16.7 kB]
Holen: 36 http://archive.ubuntu.com/ubuntu/ trusty/universe python-poppler i386 0.12.1-8.1 [25.5 kB]
Holen: 37 http://archive.ubuntu.com/ubuntu/ trusty/universe python-support all 1.0.15 [26.7 kB]
Holen: 38 http://archive.ubuntu.com/ubuntu/ trusty/universe python-pypdf all 1.13-1 [35.2 kB]
Holen: 39 http://archive.ubuntu.com/ubuntu/ trusty/universe pdfshuffler all 0.6.0-5 [30.2 kB]
Holen: 40 http://archive.ubuntu.com/ubuntu/ trusty/main perlmagick i386 8:6.7.7.10-6ubuntu3 [131 kB]
Holen: 41 http://archive.ubuntu.com/ubuntu/ trusty-updates/main python-numpy i386 1:1.8.2-0ubuntu0.1 [1'586 kB]
Holen: 42 http://archive.ubuntu.com/ubuntu/ trusty/main python-tk i386 2.7.5-1ubuntu1 [22.9 kB]
Holen: 43 http://archive.ubuntu.com/ubuntu/ trusty/universe libpodofo0.9.0 i386 0.9.0-1.2 [453 kB]
Holen: 44 http://archive.ubuntu.com/ubuntu/ trusty/universe scribus i386 1.4.2.dfsg+r18267-1ubuntu2 [25.9 MB]
Holen: 45 http://archive.ubuntu.com/ubuntu/ trusty/main transfig i386 1:3.2.5.e-1ubuntu1 [564 kB]
Es wurden 62.2 MB in 5 min 28 s geholt (189 kB/s).
Vormals nicht ausgewähltes Paket libsigsegv2:i386 wird gewählt.
(Lese Datenbank ... 174416 Dateien und Verzeichnisse sind derzeit installiert.)
Vorbereitung zum Entpacken von .../libsigsegv2_2.10-2_i386.deb ...
Entpacken von libsigsegv2:i386 (2.10-2) ...
libsigsegv2:i386 (2.10-2) wird eingerichtet ...
Trigger für libc-bin (2.19-0ubuntu6) werden verarbeitet ...
Vormals nicht ausgewähltes Paket gawk wird gewählt.
(Lese Datenbank ... 174424 Dateien und Verzeichnisse sind derzeit installiert.)
Vorbereitung zum Entpacken von .../gawk_1%3a4.0.1+dfsg-2.1ubuntu2_i386.deb ...
Entpacken von gawk (1:4.0.1+dfsg-2.1ubuntu2) ...
Vormals nicht ausgewähltes Paket imagemagick-common wird gewählt.
Vorbereitung zum Entpacken von .../imagemagick-common_8%3a6.7.7.10-6ubuntu3_all.deb ...
Entpacken von imagemagick-common (8:6.7.7.10-6ubuntu3) ...
Vormals nicht ausgewähltes Paket libamd2.3.1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libamd2.3.1_1%3a4.2.1-3ubuntu1_i386.deb ...
Entpacken von libamd2.3.1:i386 (1:4.2.1-3ubuntu1) ...
Vormals nicht ausgewähltes Paket libbabl-0.1-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libbabl-0.1-0_0.1.10-1ubuntu2_i386.deb ...
Entpacken von libbabl-0.1-0:i386 (0.1.10-1ubuntu2) ...
Vormals nicht ausgewähltes Paket libcamd2.3.1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libcamd2.3.1_1%3a4.2.1-3ubuntu1_i386.deb ...
Entpacken von libcamd2.3.1:i386 (1:4.2.1-3ubuntu1) ...
Vormals nicht ausgewähltes Paket libccolamd2.8.0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libccolamd2.8.0_1%3a4.2.1-3ubuntu1_i386.deb ...
Entpacken von libccolamd2.8.0:i386 (1:4.2.1-3ubuntu1) ...
Vormals nicht ausgewähltes Paket libgfortran3:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgfortran3_4.8.4-2ubuntu1~14.04_i386.deb ...
Entpacken von libgfortran3:i386 (4.8.4-2ubuntu1~14.04) ...
Vormals nicht ausgewähltes Paket liblapack3 wird gewählt.
Vorbereitung zum Entpacken von .../liblapack3_3.5.0-2ubuntu1_i386.deb ...
Entpacken von liblapack3 (3.5.0-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libcholmod2.1.2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libcholmod2.1.2_1%3a4.2.1-3ubuntu1_i386.deb ...
